查詢公司名稱,公司名稱,統一編號,登記現況,資本總額(元),代表人姓名,公司所在地
中租迪和股份有限公司,"中租迪和股份有限公司  Google搜尋  (出進口廠商英文名稱：CHAILEASE FINANCE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",05072925   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"49,161,807,000",陳鳳龍,臺北市內湖區瑞光路362號8樓至12樓 地址所屬公司家數: 1  電子地圖
上海商業儲蓄銀行股份有限公司,上海商業儲蓄銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03036306   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,000,000,000",李慶言,臺北市中山區民權東路一段2號 地址所屬公司家數: 1  電子地圖
凱基商業銀行股份有限公司,"凱基商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
103年11月25日 發文號10301242600變更名稱 （前名稱：萬泰商業銀行股份有限公司）",86517321   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"200,000,000,000",楊文鈞,臺北市松山區敦化北路135號9樓、10樓、11樓及18樓 地址所屬公司家數: 1  電子地圖
華邦電子股份有限公司,華邦電子股份有限公司  Google搜尋  (出進口廠商英文名稱：Winbond Electronics Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22099218   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"67,000,000,000",焦佑鈞,中部科學園區臺中市大雅區科雅1路8號 地址所屬公司家數: 1  電子地圖
萬寶開發股份有限公司,萬寶開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,33688521   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"44,459,000,000",林翁全,臺北市大安區仁愛路四段296號24樓 地址所屬公司家數: 10  電子地圖
匯弘投資股份有限公司,匯弘投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12545506   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"44,380,000,000",尹衍樑,臺北市中山區八德路二段308號11樓之1 地址所屬公司家數: 16  電子地圖
矽品精密工業股份有限公司,"矽品精密工業股份有限公司  Google搜尋  (出進口廠商英文名稱：SILICONWARE PRECISION INDUSTRIES CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",55991080   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"100,000,000,000",蔡祺文,臺中市潭子區大豐里大豐路三段123號 地址所屬公司家數: 1  電子地圖
日月光投資控股股份有限公司,日月光投資控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,29187308   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"55,000,000,000",張虔生,高雄市楠梓區經三路26號 地址所屬公司家數: 3  電子地圖
仁寶電腦工業股份有限公司,"仁寶電腦工業股份有限公司  Google搜尋  (出進口廠商英文名稱：COMPAL ELECTRONICS, INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",21222725   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,000,000,000",陳瑞聰,臺北市內湖區瑞光路581號及581之1號 地址所屬公司家數: 2  電子地圖
臺灣菸酒股份有限公司,臺灣菸酒股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN TOBACCO & LIQUOR CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03787101   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"43,854,999,730",湯期安,臺北市中正區南昌路一段4號1樓 地址所屬公司家數: 1  電子地圖
遠東國際商業銀行股份有限公司,遠東國際商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,86517096   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"65,000,000,000",侯金英,臺北市大安區敦化南路二段205、207、209號1樓 地址所屬公司家數: 1  電子地圖
聯邦商業銀行股份有限公司,聯邦商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,86380802   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"45,000,000,000",林鴻聯,臺北市松山區民生東路三段109號1、2樓 地址所屬公司家數: 2  電子地圖
力晶積成電子製造股份有限公司,"力晶積成電子製造股份有限公司  Google搜尋  (出進口廠商英文名稱：Powerchip Semiconductor Manufacturing Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
107年09月11日 發文號1070026958變更名稱 （前名稱：鉅晶電子股份有限公司）",28112667   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"50,000,000,000",黃崇仁,新竹科學園區新竹市力行一路18號 地址所屬公司家數: 2  電子地圖
環電股份有限公司,環電股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,24790031   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"50,000,000,000",陳昌益,南投縣草屯鎮太平路一段351巷141號 地址所屬公司家數: 3  電子地圖
神達電腦股份有限公司,神達電腦股份有限公司  Google搜尋  (出進口廠商英文名稱：MITAC INTERNATIONAL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,47255708   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"50,000,000,000",苗豐強,新竹科學園區新竹縣研發二路1號 地址所屬公司家數: 3  電子地圖
華新麗華股份有限公司,華新麗華股份有限公司  Google搜尋  (出進口廠商英文名稱：WALSIN LIHWA CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,35412204   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"65,000,000,000",焦佑倫,臺北市信義區松智路1號25樓 地址所屬公司家數: 4  電子地圖
允能風力發電股份有限公司,"允能風力發電股份有限公司  Google搜尋  (出進口廠商英文名稱：Yunneng Wind Power Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",72976520   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"40,000,000,000",顧賢鉉,臺北市松山區南京東路五段1號8樓 地址所屬公司家數: 1  電子地圖
鼎越開發股份有限公司,"鼎越開發股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
108年09月06日 發文號1085385040變更名稱 （前名稱：陶朱建設股份有限公司）",89614591   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"45,000,000,000",單篤武,臺北市松山區東興路12號地下一層 地址所屬公司家數: 1  電子地圖
廣達電腦股份有限公司,廣達電腦股份有限公司  Google搜尋  (出進口廠商英文名稱：QUANTA COMPUTER INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22822281   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"46,000,000,000",林百里,桃園市龜山區文化里文化二路188號 地址所屬公司家數: 1  電子地圖
陽信商業銀行股份有限公司,陽信商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16091049   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"50,000,000,000",陳勝宏,臺北市中山區集英里中山北路二段156號 地址所屬公司家數: 2  電子地圖
中國石油化學工業開發股份有限公司,中國石油化學工業開發股份有限公司  Google搜尋  (出進口廠商英文名稱：CHINA PETROCHEMICAL DEVELOPMENT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03084741   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"45,000,000,000",陳瑞隆,高雄市大社區經建路1號 地址所屬公司家數: 1  電子地圖
霖園投資股份有限公司,霖園投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,04216170   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"37,416,200,000",林翁全,臺北市大安區仁愛路四段296號24樓 地址所屬公司家數: 10  電子地圖
台灣大哥大股份有限公司,"台灣大哥大股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN MOBILE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",97176270   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"60,000,000,000",蔡明忠,臺北市信義區菸廠路88號12樓 地址所屬公司家數: 1  電子地圖
台塑資源股份有限公司,台塑資源股份有限公司  Google搜尋  (出進口廠商英文名稱：FORMOSA RESOURCES CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,54327209   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"37,000,000,000",王文淵,臺北市內湖區石潭里南京東路六段380號8樓 地址所屬公司家數: 1  電子地圖
遠傳電信股份有限公司,"遠傳電信股份有限公司  Google搜尋  (出進口廠商英文名稱：FAR EASTONE TELECOMMUNICATIONS CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",97179430   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"42,000,000,000",徐旭東,臺北市內湖區瑞光路468號5樓 地址所屬公司家數: 3  電子地圖
英業達股份有限公司,英業達股份有限公司  Google搜尋  (出進口廠商英文名稱：INVENTEC CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,04322046   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"36,500,000,000",葉力誠,臺北市士林區後港街66號 地址所屬公司家數: 1  電子地圖
亞洲水泥股份有限公司,亞洲水泥股份有限公司  Google搜尋  (出進口廠商英文名稱：ASIA CEMENT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03244509   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"40,000,000,000",徐旭東,臺北市大安區敦化南路2段207號30、31樓 地址所屬公司家數: 1  電子地圖
國票金融控股股份有限公司,國票金融控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80330257   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"80,000,000,000",魏啟林,臺北市中山區樂群三路126、128、130、132號17樓及128號7樓、9樓 地址所屬公司家數: 1  電子地圖
陽明海運股份有限公司,陽明海運股份有限公司  Google搜尋  (出進口廠商英文名稱：YANG MING MARINE TRANSPORT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,04200199   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"45,000,000,000",蔡豐明,基隆市七堵區明德一路271號 地址所屬公司家數: 1  電子地圖
滙豐(台灣)商業銀行股份有限公司,滙豐(台灣)商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28990720   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"35,000,000,000",紀睿明,臺北市信義區信義路五段7號54樓 地址所屬公司家數: 3  電子地圖
